name,followers,following,post_no,bio
Terry Walsh,484581,1510,1519,Data science learner
Wendy Campos,46127,1517,312,Data science learner
Russell Brooks,258414,1355,92,Future entrepreneur
Mark King,300632,1890,355,Machine learning explorer
Susan Gonzalez,224872,1559,1420,Future entrepreneur
Brian Valencia,487358,2796,74,Engineer | Gamer
Linda Smith,250015,1507,1467,Curious mind
Jennifer Love,271897,1952,1459,Future entrepreneur
Michelle Mitchell,431778,2425,856,Data science learner
Timothy Foley,236287,1031,263,Learning every day
Susan Cain,117977,331,821,Engineer | Gamer
Mallory Zimmerman,441628,4996,385,Learning every day
Mark Pratt,299110,3920,54,Student | Coding | Coffee
Elizabeth Wright,42724,2029,1208,Photography and travel
Angela Johnson,211203,4705,1943,Curious mind
Denise Montes,77632,1225,1334,Learning every day
Matthew White,331478,122,101,Learning every day
Megan Hunter,39474,1003,1783,Photography and travel
Katie Koch,67171,2346,7,Data science learner
Elizabeth Lee,300071,105,1163,Student | Coding | Coffee
Jonathan Shelton,166365,935,341,Engineer | Gamer
Crystal Haynes,263926,2665,147,Future entrepreneur
Hannah Phillips,115914,4353,1553,Learning every day
Melissa Martin,109866,174,223,Developer in progress
Brenda Jones,414587,4511,1852,Engineer | Gamer
Michael Gonzales,304367,2459,365,Future entrepreneur
Deanna Rodriguez,403600,2394,199,Books • Tech • Music
Jeffrey Perry,441568,2538,1853,Machine learning explorer
Olivia Johnson,377881,1084,583,Developer in progress
Roy Fuller,173716,741,1436,Student | Coding | Coffee
David Elliott,331247,4657,840,Open-source contributor
Tara Johnson,276244,3716,1744,Future entrepreneur
Amy Reeves,151262,1964,947,Future entrepreneur
Alicia Quinn,302713,884,1821,Learning every day
Erica Brown,233540,611,723,Student | Coding | Coffee
Susan Farmer,476170,4739,60,Machine learning explorer
Samantha Stephenson,310751,2667,339,Engineer | Gamer
Greg Allen,175376,4431,1451,Open-source contributor
Anne Stone,93592,1211,1251,Engineer | Gamer
Sarah Rose,116424,2522,1830,Developer in progress
Jeffrey Graham,355311,598,631,Developer in progress
Jerry Brown,458580,2272,1275,Data science learner
Cassandra Conner,14048,4541,1068,Open-source contributor
Daniel Torres,287576,3486,1675,Data science learner
John Duncan,367766,4425,1520,Data science learner
Kayla Murphy,93325,2686,747,AI enthusiast | Tech lover
Brittany Baldwin,390735,279,1540,Data science learner
Carmen Cervantes,209797,263,1149,Student | Coding | Coffee
Michael Aguilar,361103,1067,1128,AI enthusiast | Tech lover
Andrea Stevenson,117929,4663,1901,Machine learning explorer
Jerome Miller,335759,480,182,Engineer | Gamer
Maria Vasquez,484235,2364,1011,Future entrepreneur
Matthew Mcclure,283546,641,1792,Books • Tech • Music
Elizabeth Lopez,24245,4203,1845,Student | Coding | Coffee
Jessica Green,173052,2343,622,Engineer | Gamer
Megan Vega,275380,4785,454,Open-source contributor
Sharon Smith,471312,2046,1426,Student | Coding | Coffee
Marilyn Jones,36755,2017,90,Engineer | Gamer
Barbara Weber,26139,4841,422,Photography and travel
John Brown,353022,3916,608,AI enthusiast | Tech lover
Colton West,273241,299,1686,Machine learning explorer
Amanda Perry,300,796,798,Future entrepreneur
Stephanie Stanton,477963,1650,1892,Future entrepreneur
Mark Dominguez,32487,3160,1937,Building cool things
Sabrina Callahan,341447,3666,1082,Learning every day
Laura Patterson,412364,2541,30,Books • Tech • Music
Andrea Welch,38484,4534,635,Future entrepreneur
Andre Nelson,84539,4265,1303,Open-source contributor
Vanessa Hudson,135744,3507,567,Curious mind
Leah Brown,142660,4796,1456,Future entrepreneur
Alex Nixon,199914,1256,1353,AI enthusiast | Tech lover
Stacy Cole,417401,1138,801,Machine learning explorer
Jennifer Clarke,243264,87,1734,Student | Coding | Coffee
Judy Mann,410776,2631,827,Open-source contributor
Alex Moore,2546,2318,582,Learning every day
Stephanie Landry,205069,1499,996,Photography and travel
James Church,340456,714,714,Future entrepreneur
Jonathan Floyd,186629,2481,680,Books • Tech • Music
Andrew Davis,31662,1985,1821,Developer in progress
Laura Perez,214859,4253,486,Student | Coding | Coffee
Jennifer Smith,310068,629,850,Engineer | Gamer
Ashley Brown,24912,2792,551,Photography and travel
Laura Ray,292227,1126,394,Future entrepreneur
Lori Mcdaniel,481449,1710,1981,Future entrepreneur
Andrew Harmon,456910,1739,1148,Developer in progress
Melissa Bell,123418,186,1681,Engineer | Gamer
Sara Baker,246768,972,1158,Machine learning explorer
David Holt,490965,2854,1636,Photography and travel
John Johnson,308654,2474,1134,Building cool things
Jessica Levine,280677,4259,971,Developer in progress
Chelsea Williams,337782,4066,1625,Machine learning explorer
Madison Morse,409704,1654,1247,Engineer | Gamer
John Delgado,264353,1445,1233,Learning every day
Ms. Cynthia Short,401139,3856,311,Learning every day
Mark Ross,329990,2335,1410,Data science learner
Marcia Patterson,456621,4706,1469,Building cool things
John Gonzalez,74715,4433,1764,Developer in progress
Scott Taylor,496074,3718,1424,AI enthusiast | Tech lover
Holly Hicks,300494,215,410,Engineer | Gamer
Sylvia Cross,225944,3314,167,Open-source contributor
Holly Vaughan,282312,1299,591,AI enthusiast | Tech lover
Charles Boyd,370831,721,1194,AI enthusiast | Tech lover
Christine Love,31082,673,1424,Developer in progress
Sarah Oliver,474066,1386,1506,Machine learning explorer
Hannah Bryan,376096,3712,1612,Building cool things
Michael Valdez,152362,1324,1445,Learning every day
Jessica Andrade,280826,1604,1628,Future entrepreneur
James Flores,332656,3293,1284,AI enthusiast | Tech lover
Dorothy Norris,396076,3745,189,Open-source contributor
Nicholas Long,439258,4043,892,Machine learning explorer
Kimberly Rodriguez,392936,2974,644,Open-source contributor
Matthew Patterson,15267,4743,715,Building cool things
Rebekah Howell,111177,565,1083,Student | Coding | Coffee
Bridget Gonzalez,169808,443,938,Curious mind
Barbara Hall,226462,2915,1376,Photography and travel
Richard Allen,436795,1829,1461,AI enthusiast | Tech lover
Zachary Stephenson,23560,115,253,Engineer | Gamer
Dr. Christian Wang DVM,192830,2450,0,Data science learner
Holly Walsh,70978,1722,612,Learning every day
Margaret Marquez,326334,347,998,Photography and travel
David Bryant,159706,4623,1946,Data science learner
William Scott Jr.,362312,3512,790,Books • Tech • Music
Shawn Chavez,443929,4610,1909,Books • Tech • Music
Travis Weber,407927,1611,1958,Future entrepreneur
Andrew Conley,428322,25,1383,Building cool things
Sarah Mcpherson,369720,3640,1649,Curious mind
Linda Allen,180153,1857,1553,AI enthusiast | Tech lover
Jasmine Ochoa,21134,896,1098,Machine learning explorer
Amber Rodriguez,264739,3018,978,AI enthusiast | Tech lover
Theresa Mccormick,282703,3923,1174,Data science learner
Ryan Brown,156216,3245,564,Open-source contributor
Haley Cunningham,477449,3217,1728,Learning every day
Robert Perez,219637,1721,1691,Photography and travel
Daniel Pruitt,498237,3009,1135,Future entrepreneur
Eric Smith,290582,3638,407,AI enthusiast | Tech lover
Keith Lin,385559,683,1214,Data science learner
Mrs. Rita Richards,55403,2915,1460,Open-source contributor
Barbara Davis,346377,4012,1285,Books • Tech • Music
Jeanette Moss,220628,778,1804,Building cool things
Brandon Townsend,327335,3417,1097,AI enthusiast | Tech lover
Alexandria Neal,161683,3553,344,Building cool things
Megan Boyd,419051,314,723,Developer in progress
Lindsay Maldonado,256815,124,688,Data science learner
Maria Long,47909,2641,504,Books • Tech • Music
Nancy Haynes,52409,4665,1527,Data science learner
Tony Lowe,469590,4110,875,Developer in progress
Javier Hooper,18208,4276,1413,Data science learner
Thomas Short,457678,55,1702,Books • Tech • Music
Adam Pearson,5441,4720,1786,Future entrepreneur
Mark Smith,467447,4639,1741,Books • Tech • Music
Phillip Campos,465500,1417,1176,Data science learner
Christopher Williams,454365,3612,760,Open-source contributor
Steve Green,7630,2344,1415,Developer in progress
Christina Jarvis,451896,3524,1450,Building cool things
April Hayes,11705,4549,1487,Open-source contributor
Teresa David,359883,4158,805,AI enthusiast | Tech lover
Aaron Wang,53194,4972,1211,Curious mind
Kevin Clark,221585,201,369,AI enthusiast | Tech lover
Lisa Jones,338113,3751,621,Student | Coding | Coffee
Theresa Mahoney,270240,3451,1580,Building cool things
Zachary Garcia,178908,2284,366,Machine learning explorer
Kayla Combs,234611,4259,737,AI enthusiast | Tech lover
Nicholas Gordon,346787,2605,830,Data science learner
Karina Williams,461927,2540,753,Future entrepreneur
Julie Williams,116489,251,1629,Future entrepreneur
Frank Carter,109753,3636,784,Student | Coding | Coffee
Melissa Li,126197,1365,542,Engineer | Gamer
Nicole Wilcox,187978,1605,979,Building cool things
Miss Cynthia Thompson,327266,866,1029,AI enthusiast | Tech lover
Connor Hamilton,282401,937,1076,Curious mind
Tanner Anderson,37304,2265,1,Books • Tech • Music
John Taylor,125061,3864,424,AI enthusiast | Tech lover
William Evans,201647,2791,1160,Open-source contributor
Taylor Miller,346218,1088,1271,Learning every day
Robert Roberts,352622,849,231,Future entrepreneur
Brian Kelley,288526,4920,259,AI enthusiast | Tech lover
Amber Allen,392055,4197,1166,Future entrepreneur
Amy Higgins,433264,451,1551,Data science learner
James Hall,224915,553,225,Data science learner
Robert Barajas,461237,3694,877,Engineer | Gamer
Lori Mann,105434,890,340,Building cool things
Mr. David Allen,37362,1426,1249,Building cool things
Richard Marks,192831,4008,1186,Open-source contributor
Michael Bradley,113684,1212,1676,Machine learning explorer
Darren Weaver,125308,3194,1071,Student | Coding | Coffee
Bradley Smith,50848,1976,1244,Photography and travel
Susan Singleton,302747,596,347,Developer in progress
Holly Golden,455031,1768,12,Engineer | Gamer
Patrick Brewer,250230,4683,1783,Student | Coding | Coffee
Carla Perez,131895,4294,1426,Student | Coding | Coffee
Carol Bowman,424959,3279,426,Machine learning explorer
Caleb Frazier,356724,2440,835,Books • Tech • Music
Jason Wilkerson,157825,4596,1835,Books • Tech • Music
Autumn Jones,273397,2803,682,AI enthusiast | Tech lover
Abigail Huerta,63523,106,1071,Curious mind
Sherri Vargas,276662,594,1990,Machine learning explorer
Mary Leblanc,34862,4335,286,Building cool things
Monica Donovan,286688,286,1743,Developer in progress
April Blackburn,430075,4747,1259,Photography and travel
Rodney Johnson,450091,1058,1297,Machine learning explorer
Dr. Chad Jones II,285088,4382,472,Student | Coding | Coffee
Kathleen Weber,412780,2730,1118,Machine learning explorer
Jeffrey Kline,332057,2178,1372,Building cool things
Christina Olson,343491,4587,458,Engineer | Gamer
John Hall,492994,3113,1146,Learning every day
Brian Williams,230137,3390,623,Future entrepreneur
Kimberly Williams,307985,24,1094,Building cool things
Mrs. Danielle Byrd,269044,3960,1814,Machine learning explorer
Trevor Williams,443599,2071,482,Developer in progress
Timothy Martin,477664,4138,940,Developer in progress
Taylor Greene,328081,2456,1768,Photography and travel
John Lozano,421133,3460,1493,Data science learner
Angela Berg,109530,1774,1487,Books • Tech • Music
Jordan Oconnor,204154,1167,1389,Open-source contributor
Nicholas Nguyen,311139,2105,709,Learning every day
Carlos Rogers,96648,3856,1321,Open-source contributor
Stephanie Henderson,214443,766,1074,Developer in progress
Dr. Michaela Yoder,126593,162,742,Developer in progress
Charles Franklin,241276,682,747,Future entrepreneur
Danielle Hernandez,201976,162,1059,Engineer | Gamer
Lisa Wilson,466105,2044,992,Open-source contributor
Desiree Maldonado,138696,2701,1188,Student | Coding | Coffee
Lindsay Malone,50562,4643,1380,Building cool things
Amy Moore,204778,2914,1564,Learning every day
Keith Davidson,443436,1679,321,Building cool things
Wesley Lee,160295,3418,407,AI enthusiast | Tech lover
Jose Johnson,239186,283,1881,Data science learner
Emily Cobb,339769,4567,537,Photography and travel
Laura Cordova,131669,3325,312,Learning every day
Melissa Knight,463593,917,1610,Machine learning explorer
Brandi Fischer,369021,4659,51,Photography and travel
James Hogan,449529,1427,577,Future entrepreneur
Julie Watson,407084,831,522,Building cool things
Michael Reeves,310414,1930,1437,Open-source contributor
Anthony Smith,126936,2956,478,Machine learning explorer
Meghan Hoffman,240343,3326,1600,Data science learner
Michelle Lopez,44989,1054,1691,Building cool things
Kelly Duncan,113587,3296,1432,Student | Coding | Coffee
Eric Taylor,156552,2395,1820,Engineer | Gamer
Albert Roberts,330164,3862,568,Curious mind
Daniel Long,22194,1049,179,Student | Coding | Coffee
Lori Young,380980,3779,286,Books • Tech • Music
Erik Blake,378263,1606,364,Future entrepreneur
Denise Johnson,183242,2641,283,Open-source contributor
Sean Mcclure,476514,3585,1650,Learning every day
Wendy Burch,459188,4935,261,Curious mind
Kathleen Thomas,37516,1692,625,Machine learning explorer
Stephen Marquez,108297,28,1433,Future entrepreneur
Natalie Jones,323268,1739,990,Building cool things
Amber Sanchez,181195,1946,272,Books • Tech • Music
Daniel Barnes,193263,1772,1157,Open-source contributor
Amanda Sherman,197794,4873,701,Photography and travel
Jordan Brown,87367,756,1689,Learning every day
Jessica Chavez,13129,3386,104,Photography and travel
David Shepard,2254,602,1285,Open-source contributor
Jaclyn Johnson,296527,2544,1397,Photography and travel
Michael Nichols,451729,2316,1401,Learning every day
Brianna Dominguez,368485,3034,1037,Engineer | Gamer
Sheila Washington,191255,3959,1667,Developer in progress
Miranda Pearson,76828,4408,560,Future entrepreneur
John Keller,128187,4170,1923,Data science learner
Frances Luna,385032,4759,1556,Learning every day
Linda Brown,166047,2430,614,Student | Coding | Coffee
Elizabeth Baird,491495,4475,1198,Building cool things
Amanda Peterson,247597,1886,1115,Open-source contributor
Eric Campbell,295886,724,46,Curious mind
Andrea Bennett,156131,701,382,Curious mind
Jordan Swanson,86043,2014,903,Engineer | Gamer
Loretta Meyers,490190,691,1058,Engineer | Gamer
Christopher Carson,303537,4850,862,Photography and travel
Phillip Kramer,125456,2885,35,Developer in progress
Emily Acevedo,336003,4129,1530,Building cool things
Kathy Wilson,298723,1172,1842,Student | Coding | Coffee
Francis Dixon Jr.,258411,430,1144,Books • Tech • Music
Valerie Clark,436363,162,1886,Developer in progress
Brenda Bates,352240,3839,57,Building cool things
James Ford,90458,2104,512,Student | Coding | Coffee
Luke Hughes,171663,1003,1510,AI enthusiast | Tech lover
David Hall,209914,1105,429,Developer in progress
Susan Cantu,83473,927,288,Future entrepreneur
Rachel Brown,315875,2652,677,Photography and travel
Jordan Daniels,459556,1973,1873,Machine learning explorer
David Morrison,190692,2338,1919,Student | Coding | Coffee
Catherine Perry,294617,415,453,Data science learner
Aaron Ayers,343912,4426,1268,Data science learner
Thomas Smith,377604,4055,1268,Data science learner
Natalie Johnson,179935,4225,10,AI enthusiast | Tech lover
Karina Carter,218135,2198,393,Student | Coding | Coffee
Daniel Williams,218157,3955,1723,Curious mind
Brian Porter,224538,3783,1464,Data science learner
Diamond Miller,15567,3578,737,Photography and travel
William Roberson,100114,3298,392,Building cool things
Katherine Rojas,374314,1157,1976,Student | Coding | Coffee
Jonathan Brown,124448,239,788,Machine learning explorer
Crystal Wilson,372643,2526,1919,Machine learning explorer
Brandy Huang,32225,3982,1695,Future entrepreneur
Lauren Randolph,91548,399,1108,AI enthusiast | Tech lover
Sara Dudley,345664,4529,49,Open-source contributor
Robert Morse,146487,1015,755,Engineer | Gamer
Wanda Bentley,495016,823,332,Engineer | Gamer
Jeremy Green,157850,1924,1128,Open-source contributor
Erika Hamilton,427180,3689,1067,Engineer | Gamer
Nicole Dunn,276455,2161,1912,Curious mind
Thomas Stevens,372492,4116,118,Curious mind
